distance_km,ngo_members,expiry_hours_left,past_success_rate,allocation_score
10.69,423,13.3,0.87,0.8833
67.32,51,20.3,0.61,0.5859
7.24,27,37.8,0.35,0.7557
69.78,15,14.0,0.29,0.409
21.16,88,20.0,0.83,0.8149
6.76,60,17.5,0.35,0.6866
54.81,49,32.0,0.48,0.6869
33.51,42,47.4,0.59,0.746
18.54,47,28.2,0.38,0.7033
2.62,45,40.8,0.77,0.8999
2.44,36,3.8,0.6,0.6875
20.98,62,47.2,0.65,0.8248
11.74,32,20.8,0.24,0.7114
9.29,216,2.9,0.79,0.8229
50.31,220,37.2,0.92,0.8365
1.9,58,6.9,0.62,0.8087
50.66,101,33.5,0.78,0.7214
16.27,160,1.8,0.85,0.8574
8.14,42,30.6,0.82,0.8784
5.0,31,43.7,0.56,0.8072
38.53,97,18.8,0.75,0.7485
1.59,9,3.6,0.22,0.7013
1.56,32,46.9,0.87,0.8181
37.02,64,20.3,0.79,0.7724
7.42,141,24.1,0.93,0.8747
1.15,17,5.9,0.56,0.8332
24.21,21,27.3,0.29,0.5546
9.56,5,17.4,0.3,0.5983
2.69,82,19.3,0.71,0.8897
73.78,5,34.9,0.28,0.4878
11.97,19,13.4,0.37,0.6885
10.83,83,14.6,0.51,0.7159
16.98,193,30.7,0.77,0.7752
16.8,8,11.3,0.58,0.7371
0.86,34,1.7,0.75,0.8248
52.19,62,37.8,0.7,0.7278
7.86,5,46.8,0.49,0.6088
36.47,34,26.7,0.84,0.7635
4.45,18,21.1,0.56,0.8013
39.65,117,4.0,0.85,0.7028
17.21,43,26.2,0.77,0.6923
6.85,87,39.1,0.88,0.9162
21.05,46,23.6,0.67,0.7071
14.74,64,10.0,0.8,0.7687
25.45,44,25.6,0.55,0.7152
2.64,5,21.5,0.45,0.7167
8.03,14,30.2,0.74,0.7811
25.15,169,45.4,0.86,0.91
0.61,106,29.0,0.92,0.887
8.51,43,39.3,0.74,0.9254
3.76,74,46.8,0.77,0.8817
14.68,65,40.6,0.75,0.6538
5.1,36,9.9,0.72,0.797
2.0,33,47.1,0.46,0.7647
5.05,28,9.0,0.53,0.6831
27.64,40,29.7,0.72,0.7835
12.41,64,22.9,0.77,0.8129
53.44,44,19.6,0.47,0.5412
3.5,24,41.5,0.42,0.7764
18.93,32,40.5,0.53,0.6603
23.19,20,22.8,0.28,0.6301
18.18,128,3.0,0.68,0.7277
38.21,7,20.8,0.72,0.7791
2.14,20,46.5,0.85,0.8916
41.32,19,16.6,0.45,0.5977
3.36,26,10.7,0.45,0.7313
12.53,69,35.4,0.29,0.7131
0.75,16,2.7,0.31,0.6098
28.97,60,10.0,0.59,0.6555
26.36,59,43.5,0.68,0.757
5.54,92,44.6,0.64,0.7842
1.67,7,1.2,0.57,0.7239
8.04,54,16.4,0.55,0.7765
0.7,20,45.8,0.54,0.7626
16.92,25,8.2,0.54,0.5769
13.06,76,26.5,0.68,0.7155
14.69,53,38.1,0.67,0.7854
12.67,28,46.2,0.12,0.6492
72.85,44,44.0,0.59,0.5918
1.15,23,5.5,0.21,0.7285
26.91,11,30.0,0.35,0.5588
66.19,70,17.1,0.63,0.648
5.34,272,37.2,0.85,0.943
10.64,29,39.0,0.36,0.7555
1.0,92,16.3,0.54,0.8095
28.1,23,40.7,0.29,0.5903
6.7,275,30.2,0.75,0.8811
17.14,21,33.4,0.26,0.6735
7.59,87,37.3,0.43,0.7576
22.35,14,43.4,0.46,0.5347
21.16,33,13.2,0.78,0.7385
17.01,22,8.4,0.78,0.7122
9.78,11,12.6,0.24,0.6241
12.88,15,14.5,0.46,0.728
33.16,7,14.4,0.4,0.5602
12.29,42,23.5,0.88,0.8242
50.59,7,43.2,0.16,0.5696
24.02,34,18.6,0.78,0.7597
10.81,70,24.4,0.69,0.7875
36.59,141,37.1,0.81,0.8351
7.25,19,29.6,0.19,0.6576
40.23,56,1.4,0.41,0.4621
35.68,59,17.3,0.42,0.7052
22.2,58,27.6,0.65,0.7359
4.95,35,40.2,0.8,0.7845
10.61,88,12.5,0.38,0.7486
5.56,116,40.1,0.74,0.838
6.58,25,36.5,0.47,0.7491
2.33,70,12.1,0.73,0.7756
11.71,27,21.4,0.48,0.6948
1.0,26,11.0,0.68,0.8123
57.2,23,3.0,0.34,0.5224
6.22,66,17.0,0.68,0.8335
17.43,54,17.8,0.62,0.672
56.72,153,34.4,0.78,0.7544
38.37,23,41.4,0.71,0.732
33.24,113,46.8,0.97,0.9407
9.33,15,4.1,0.16,0.5763
7.94,181,27.1,0.9,0.9665
10.25,135,8.2,0.56,0.7536
0.7,192,43.2,0.97,1.0
49.11,46,14.4,0.64,0.7153
45.66,28,22.1,0.28,0.5798
20.74,76,33.7,0.66,0.7411
15.26,191,22.1,0.86,0.8444
33.24,83,4.8,0.37,0.4757
82.08,77,6.3,0.73,0.5716
15.75,20,16.2,0.05,0.6429
24.17,109,4.7,0.92,0.7137
38.56,70,11.4,0.88,0.7347
3.7,36,28.4,0.56,0.7444
26.02,51,3.4,0.63,0.6477
49.45,7,1.3,0.42,0.4521
23.49,8,21.9,0.68,0.6711
34.05,179,46.3,0.91,0.8444
27.0,21,19.5,0.31,0.73
31.68,5,22.8,0.35,0.6017
1.52,25,17.6,0.32,0.5998
3.25,14,40.1,0.16,0.6415
9.39,37,8.0,0.69,0.7017
1.18,252,46.0,0.86,0.8981
17.1,13,44.8,0.26,0.6777
46.22,33,10.3,0.58,0.6146
20.66,59,6.8,0.75,0.8219
8.07,138,41.5,0.76,0.9208
14.25,5,32.3,0.36,0.6446
25.63,52,16.6,0.57,0.6803
46.35,14,20.0,0.42,0.5857
18.75,7,19.1,0.43,0.7394
26.56,90,42.0,0.6,0.8036
20.3,111,26.6,0.93,0.8835
6.42,26,23.0,0.27,0.7363
6.2,11,9.0,0.3,0.6455
15.0,42,6.2,0.67,0.7235
12.23,119,37.1,0.92,0.9508
5.95,82,21.4,0.74,0.7778
18.11,50,3.6,0.59,0.6692
31.84,17,32.5,0.51,0.6063
33.21,33,13.0,0.35,0.644
8.79,35,28.6,0.82,0.7717
13.18,12,31.6,0.6,0.7684
49.22,14,25.9,0.49,0.5438
1.09,55,18.4,0.4,0.7802
50.68,6,5.5,0.28,0.3937
19.67,264,18.7,0.89,0.9351
13.14,61,2.6,0.69,0.7759
22.25,49,4.9,0.52,0.5637
0.59,7,7.2,0.24,0.6929
3.66,19,43.7,0.6,0.7378
12.29,104,24.0,0.99,0.9159
3.41,177,2.6,0.73,0.8589
1.52,42,5.7,0.45,0.7309
16.02,154,19.3,0.85,0.8958
35.6,95,20.3,0.28,0.6929
23.49,66,10.2,0.62,0.8265
6.6,18,12.3,0.32,0.6639
5.6,5,35.0,0.2,0.6155
4.21,37,24.5,0.75,0.7753
6.95,52,40.8,0.55,0.7337
7.21,43,38.8,0.46,0.83
17.1,37,41.3,0.65,0.8335
3.4,185,42.4,0.69,0.8671
5.4,8,16.6,0.29,0.67
71.42,28,33.3,0.68,0.6097
2.57,48,45.6,0.78,0.8384
16.72,19,8.9,0.41,0.5795
19.47,39,17.9,0.76,0.7981
15.85,37,37.3,0.45,0.7581
52.7,115,16.5,0.82,0.6847
2.33,90,27.9,0.88,0.8578
14.65,48,12.1,0.44,0.7061
4.51,19,28.5,0.31,0.705
9.41,41,7.2,0.68,0.673
2.56,113,18.9,0.83,0.8648
1.26,30,35.3,0.49,0.8015
35.07,32,18.4,0.75,0.7022
15.81,49,42.1,0.56,0.7819
10.53,27,34.1,0.41,0.6815
29.23,95,40.1,0.65,0.6508
8.9,22,14.4,0.41,0.6498
28.01,27,27.8,0.5,0.6882
10.27,83,9.3,0.53,0.7525
86.41,6,33.7,0.37,0.4046
67.72,21,47.1,0.25,0.3828
11.64,37,24.6,0.61,0.8103
3.01,8,23.5,0.43,0.7273
10.85,37,44.4,0.79,0.8128
34.55,11,26.8,0.59,0.6525
62.54,166,4.8,0.91,0.6396
13.25,8,10.2,0.62,0.6955
39.59,21,20.8,0.29,0.5301
19.06,151,35.0,0.78,0.8165
20.23,103,47.7,0.85,0.7923
2.96,46,43.6,0.65,0.8125
12.8,25,5.4,0.45,0.5975
27.76,9,1.5,0.32,0.5466
3.87,168,47.8,0.76,0.9582
7.15,34,21.5,0.38,0.7796
3.89,37,36.8,0.94,0.8329
17.96,66,28.3,0.71,0.7582
11.63,13,33.5,0.38,0.6634
2.39,17,43.9,0.5,0.7249
17.07,168,42.9,0.9,0.8778
11.58,8,32.3,0.5,0.6535
14.97,84,40.9,0.52,0.7296
18.54,79,29.2,0.69,0.7743
35.72,39,39.6,0.49,0.5936
4.61,112,6.4,0.67,0.8492
5.51,32,36.5,0.5,0.6669
45.22,195,32.9,0.76,0.7281
6.61,24,24.0,0.44,0.7598
19.08,17,45.7,0.27,0.6886
3.55,44,2.2,0.7,0.9204
52.05,75,3.4,0.31,0.4502
10.46,30,28.7,0.21,0.7381
14.02,287,3.3,0.66,0.7775
11.89,64,29.4,0.18,0.6884
3.53,53,3.1,0.56,0.7628
21.13,15,45.6,0.62,0.705
14.78,42,42.9,0.57,0.7229
20.89,30,10.6,0.53,0.6371
6.0,14,30.7,0.5,0.706
32.3,56,5.0,0.51,0.6101
31.83,8,17.8,0.37,0.5003
10.4,31,4.0,0.68,0.6899
8.99,58,1.6,0.27,0.6377
30.45,92,15.2,0.56,0.6648
16.39,6,44.9,0.33,0.5978
0.86,61,4.4,0.3,0.7188
11.1,19,4.9,0.28,0.7022
11.95,25,33.6,0.8,0.8649
28.72,41,4.0,0.78,0.6191
26.03,25,12.8,0.15,0.598
28.67,121,24.5,0.79,0.7846
34.98,11,15.9,0.12,0.5574
5.45,31,14.9,0.86,0.7896
6.44,176,38.4,0.51,0.8023
2.0,93,22.8,0.67,0.8132
22.48,41,29.2,0.8,0.7267
30.45,33,30.6,0.71,0.6296
9.77,9,16.2,0.9,0.7022
13.75,26,7.6,0.52,0.7195
11.77,31,17.2,0.49,0.7208
2.49,187,7.1,0.87,0.8194
40.65,53,29.9,0.82,0.6786
6.09,21,3.8,0.44,0.7531
36.42,51,44.1,0.86,0.7389
13.39,32,32.6,0.72,0.8292
16.94,34,42.1,0.87,0.7492
0.75,59,17.3,0.75,0.8726
7.95,42,32.2,0.55,0.7975
4.19,71,23.4,0.85,0.9238
5.03,75,37.7,0.59,0.8858
17.55,60,31.7,0.84,0.8086
9.81,22,4.7,0.24,0.6058
5.31,32,34.9,0.74,0.7876
18.05,9,13.2,0.33,0.6225
29.75,12,9.9,0.41,0.5732
10.69,54,41.8,0.86,0.8759
34.92,55,1.1,0.71,0.5536
10.26,88,22.3,0.61,0.7826
27.83,21,42.2,0.11,0.5486
7.93,13,13.1,0.33,0.604
9.04,41,3.0,0.77,0.7892
27.35,16,14.4,0.45,0.5595
13.97,18,32.4,0.7,0.8363
17.04,69,46.8,0.63,0.7764
30.64,41,39.6,0.46,0.5833
6.85,54,2.6,0.76,0.7463
29.45,60,7.9,0.39,0.6608
18.54,67,29.1,0.86,0.7639
17.67,52,40.8,0.42,0.6516
2.21,181,47.9,0.95,0.9466
1.3,184,39.8,0.95,0.9209
5.33,17,45.6,0.25,0.663
12.06,14,16.4,0.22,0.5858
11.23,99,22.5,0.74,0.8215
10.77,26,43.1,0.6,0.7792
9.16,9,47.4,0.4,0.6995
13.23,213,35.2,0.66,0.816
19.72,25,32.4,0.44,0.6218
30.46,39,23.6,0.57,0.6427
33.15,82,35.1,0.54,0.6077
14.15,50,29.4,0.5,0.7097
31.33,29,32.2,0.66,0.6043
49.28,16,22.4,0.8,0.6829
2.77,64,31.4,0.74,0.8371
9.76,125,25.3,0.64,0.8331
29.85,18,33.8,0.15,0.5834
2.06,27,34.3,0.44,0.7134
34.04,27,8.2,0.48,0.614
6.75,28,3.6,0.52,0.6635
3.22,219,47.1,0.87,0.9389
23.87,86,40.9,0.54,0.7584
8.86,29,4.7,0.23,0.5798
7.59,10,30.8,0.38,0.6624
7.6,38,24.4,0.59,0.815
84.39,25,7.8,0.45,0.4278
47.34,7,38.0,0.35,0.4825
9.23,15,39.7,0.54,0.7543
36.88,60,15.3,0.58,0.6374
40.39,65,42.9,0.65,0.7104
100.0,22,11.0,0.41,0.5284
31.82,19,34.7,0.42,0.6299
2.98,45,3.2,0.66,0.9068
26.73,150,24.7,0.48,0.6628
29.43,16,43.0,0.29,0.4908
2.26,78,39.9,0.69,0.7638
2.11,87,44.4,0.54,0.8458
1.65,21,25.3,0.25,0.6446
23.06,103,2.2,0.87,0.7056
36.53,102,23.7,0.78,0.7198
37.01,84,20.6,0.83,0.7843
60.4,12,34.8,0.7,0.5385
67.72,8,8.9,0.57,0.5507
30.11,59,43.5,0.88,0.7916
7.1,37,39.4,0.55,0.7929
4.46,48,16.1,0.56,0.7235
6.32,13,10.9,0.33,0.71
6.33,186,38.4,0.96,0.876
81.26,12,39.2,0.28,0.5011
25.24,97,23.1,0.45,0.6735
3.82,31,22.5,0.45,0.7633
12.87,15,39.6,0.22,0.6933
28.13,150,21.6,0.95,0.804
35.71,13,47.1,0.45,0.589
33.07,101,39.1,0.89,0.8646
67.23,78,19.7,0.8,0.6366
6.55,128,1.6,0.84,0.8885
8.48,74,44.6,0.83,0.9199
1.4,33,36.6,0.49,0.7042
2.29,56,28.4,0.63,0.8606
59.15,8,28.8,0.59,0.4596
36.07,93,16.0,0.76,0.7024
4.65,24,22.1,0.4,0.7022
18.51,57,27.3,0.76,0.7325
7.22,54,25.0,0.59,0.7992
18.2,52,3.2,0.73,0.7316
7.02,69,19.9,0.86,0.9402
0.87,95,23.5,0.69,0.8515
7.96,81,21.5,0.83,0.9055
2.1,16,36.4,0.25,0.7559
35.62,11,19.1,0.45,0.6068
14.79,27,31.2,0.6,0.714
8.01,322,37.1,1.0,0.9203
7.38,9,36.4,0.41,0.6971
18.22,56,26.7,0.89,0.8655
3.0,5,33.6,0.4,0.6962
42.2,41,47.5,0.88,0.6924
5.25,13,27.6,0.41,0.6482
27.18,95,23.7,0.86,0.7497
7.53,11,19.9,0.08,0.6053
8.99,51,11.4,0.6,0.8014
10.61,12,14.6,0.46,0.5815
4.71,68,1.4,0.78,0.7879
2.88,29,31.6,0.69,0.7625
14.74,16,34.9,0.57,0.6552
10.4,46,18.5,0.64,0.8853
25.24,29,39.5,0.39,0.6141
33.93,138,13.5,0.92,0.8013
21.82,37,12.1,0.36,0.7305
11.23,28,8.5,0.23,0.6306
20.12,87,32.0,0.34,0.7519
6.28,68,45.4,0.75,0.8609
2.95,27,12.8,0.41,0.6057
36.74,82,7.7,0.37,0.6353
27.56,51,47.7,0.64,0.6932
38.78,151,46.7,0.86,0.7244
44.05,76,30.1,0.41,0.7088
21.94,102,36.6,0.73,0.7638
17.43,87,27.4,0.83,0.7717
35.37,91,14.3,0.84,0.78
8.02,5,21.3,0.27,0.6165
100.0,9,5.1,0.46,0.3711
32.58,255,39.1,0.7,0.7044
7.79,6,16.4,0.34,0.7118
38.93,25,27.2,0.53,0.7113
36.17,5,13.1,0.59,0.6508
52.63,58,40.0,0.64,0.658
12.67,28,6.3,0.39,0.6658
15.97,77,12.5,0.56,0.7831
5.69,26,11.3,0.45,0.6906
4.46,8,42.2,0.39,0.7161
21.83,24,3.2,0.51,0.5771
40.34,177,16.3,0.64,0.734
16.47,34,19.6,0.69,0.6818
0.96,118,21.2,0.9,0.8976
32.57,56,30.2,0.66,0.7296
21.97,119,30.3,0.76,0.8435
6.89,30,23.1,0.56,0.742
1.17,15,33.6,0.09,0.6156
14.08,96,38.7,0.75,0.7043
20.13,59,11.9,0.29,0.6811
2.52,34,14.8,0.59,0.8561
31.1,23,11.1,0.27,0.5853
12.14,20,21.0,0.39,0.5851
6.05,15,7.6,0.74,0.7402
2.08,25,25.4,0.34,0.6819
7.4,130,15.0,0.82,0.9195
5.59,70,17.3,0.52,0.676
13.27,73,22.6,0.47,0.7671
59.7,26,12.9,0.23,0.5395
1.62,66,38.1,0.77,0.722
6.77,15,7.2,0.22,0.7544
5.53,24,36.1,0.34,0.6947
27.26,76,9.4,0.58,0.7173
12.1,5,38.6,0.58,0.6999
10.37,32,46.8,0.67,0.6907
43.63,40,45.8,0.44,0.5579
10.11,84,6.9,0.76,0.842
6.11,25,40.4,0.43,0.8211
7.08,13,3.4,0.31,0.5833
23.91,88,14.1,0.48,0.6629
11.67,41,35.1,0.68,0.7747
15.37,6,4.3,0.37,0.5091
5.49,15,20.8,0.33,0.6627
2.03,66,14.0,0.53,0.7778
52.36,39,5.7,0.61,0.4467
29.17,37,40.9,0.66,0.7875
41.03,12,23.5,0.3,0.5732
25.94,113,4.3,0.61,0.7222
21.89,12,4.2,0.5,0.6183
19.19,17,34.2,0.48,0.6118
64.0,76,38.9,0.68,0.6467
5.49,23,47.9,0.72,0.7661
43.31,59,22.2,0.69,0.6585
31.72,20,10.9,0.26,0.6058
26.88,13,20.8,0.35,0.6453
35.21,31,38.8,0.54,0.709
14.83,118,27.8,0.75,0.8275
24.25,18,5.3,0.17,0.5122
1.06,33,33.9,0.53,0.6813
100.0,391,25.4,0.84,0.6531
11.75,43,34.7,0.69,0.8469
25.91,37,13.1,0.7,0.75
20.84,30,6.2,0.28,0.5339
24.55,43,30.6,0.74,0.8511
27.63,66,5.5,0.75,0.6194
4.79,39,42.6,0.61,0.7749
4.88,41,9.6,0.59,0.6586
20.7,82,24.4,0.89,0.8741
51.84,11,47.8,0.28,0.5295
70.89,35,43.8,0.81,0.6454
37.16,44,44.2,0.53,0.5791
20.77,60,43.0,0.93,0.8441
8.34,102,17.1,0.92,0.8839
31.07,39,10.7,0.7,0.6602
64.45,32,13.2,0.3,0.5334
51.44,48,25.3,0.64,0.5951
17.04,72,26.0,0.61,0.7575
22.95,17,13.7,0.48,0.6182
6.37,40,15.9,0.36,0.7326
11.79,77,45.1,0.87,0.8046
6.86,12,45.8,0.05,0.5473
9.71,14,17.7,0.29,0.7006
21.02,6,17.0,0.43,0.5657
4.38,18,34.8,0.89,0.8316
31.72,63,19.1,0.61,0.7131
12.96,29,14.7,0.66,0.8362
25.86,20,9.3,0.43,0.7085
17.97,66,7.5,0.7,0.723
41.93,9,21.8,0.35,0.5475
24.86,39,46.0,0.57,0.7248
1.07,21,12.6,0.43,0.7414
30.06,80,31.9,0.69,0.8311
16.18,161,30.5,0.85,0.9926
5.48,62,38.7,0.89,0.8792
28.59,37,32.0,0.61,0.8198
10.08,42,5.0,0.64,0.7294
4.56,42,37.7,0.6,0.7959
4.11,59,2.4,0.73,0.8487
2.27,17,15.9,0.25,0.6106
3.26,14,24.2,0.16,0.6438
3.02,9,16.1,0.27,0.6117
10.75,87,13.5,0.75,0.814
1.07,52,40.7,0.59,0.7916
34.78,25,39.2,0.2,0.5826
38.25,69,43.9,0.52,0.6849
26.79,75,8.2,0.6,0.7729
29.77,69,5.8,0.63,0.7119
5.65,24,45.9,0.35,0.6295
21.09,175,42.1,0.51,0.6187
51.74,35,15.1,0.91,0.7176
2.82,15,25.0,0.3,0.6539
38.85,21,23.2,0.37,0.6237
9.38,248,46.8,0.97,1.0
0.8,54,27.0,0.51,0.7987
9.6,6,42.2,0.07,0.571
11.12,28,5.2,0.74,0.7242
35.59,27,11.6,0.55,0.6306
20.25,205,23.7,0.86,0.8712
1.61,61,39.5,0.85,0.8486
22.32,8,32.9,0.37,0.6476
8.46,8,32.6,0.52,0.5724
11.21,78,8.4,0.54,0.7183
51.36,53,46.2,0.68,0.6126
8.5,67,8.8,0.25,0.677
16.36,6,24.4,0.48,0.6169
4.38,41,33.3,0.7,0.8718
10.62,92,34.7,0.63,0.8695
29.48,27,5.2,0.27,0.4904
24.35,51,10.9,0.68,0.6844
49.1,6,21.0,0.29,0.4236
25.82,18,34.0,0.36,0.537
49.8,97,5.0,0.86,0.5956
8.21,41,28.2,0.67,0.7916
25.07,32,46.4,0.78,0.7955
15.69,42,29.0,0.59,0.6677
20.54,53,43.5,0.78,0.8752
8.1,7,16.0,0.31,0.5986
17.23,27,35.3,0.3,0.5724
34.08,61,28.0,0.4,0.6963
35.87,8,47.3,0.25,0.5196
41.8,94,25.4,0.96,0.8668
11.72,20,20.4,0.62,0.7632
19.43,46,19.4,0.75,0.7354
31.47,37,6.1,0.55,0.5717
3.6,33,4.4,0.66,0.8807
15.81,45,8.4,0.55,0.7842
11.17,75,7.3,0.67,0.7658
4.75,7,9.0,0.56,0.763
22.38,34,4.2,0.36,0.6023
0.82,54,18.4,0.53,0.7697
21.27,10,30.0,0.29,0.5751
32.98,108,47.9,0.78,0.7051
17.16,174,39.5,0.97,0.9655
46.86,21,43.4,0.56,0.5803
9.19,11,26.9,0.29,0.6849
1.9,63,27.5,0.61,0.7767
100.0,117,27.6,0.7,0.6561
0.63,39,30.5,0.63,0.7657
8.52,111,15.2,0.72,0.9175
12.41,21,29.4,0.41,0.6739
4.97,60,38.7,0.51,0.8037
21.94,14,1.9,0.76,0.6184
26.41,25,38.4,0.4,0.595
56.41,17,18.5,0.44,0.4929
20.07,163,39.0,0.82,0.8611
1.36,15,30.7,0.16,0.5812
23.2,36,32.0,0.64,0.687
12.9,18,16.6,0.43,0.7131
42.81,39,10.6,0.44,0.5695
5.64,21,47.0,0.68,0.8942
58.39,9,32.0,0.42,0.566
49.21,33,23.8,0.71,0.6467
37.67,44,41.0,0.37,0.6597
15.51,14,14.4,0.4,0.619
2.92,81,33.8,0.86,0.8996
4.17,59,42.1,0.78,0.8682
16.37,48,45.4,0.43,0.7118
4.38,100,29.0,0.31,0.6746
86.86,84,29.0,0.37,0.5477
15.09,99,1.0,0.65,0.7509
41.03,6,2.3,0.46,0.395
10.67,111,2.3,0.6,0.7409
11.08,26,2.3,0.53,0.6438
7.34,36,14.9,0.69,0.7892
1.09,39,32.8,0.86,0.8325
34.14,17,17.7,0.87,0.7162
13.0,8,40.3,0.67,0.5728
1.76,20,12.5,0.14,0.7003
31.55,32,25.6,0.67,0.6892
3.58,34,35.4,0.6,0.8592
16.81,51,12.7,0.65,0.7015
42.51,20,3.1,0.24,0.4221
24.93,97,20.4,0.9,0.7852
12.4,5,42.4,0.28,0.6237
52.61,17,17.3,0.36,0.533
3.93,153,12.3,0.91,0.9466
29.89,20,33.9,0.35,0.6021
5.62,110,27.1,0.77,0.9176
24.06,8,10.4,0.49,0.5525
4.9,30,3.5,0.31,0.7688
12.89,5,23.1,0.65,0.7554
16.54,9,19.1,0.31,0.67
9.81,63,4.1,0.46,0.8399
85.63,41,37.8,0.64,0.6048
11.54,293,43.5,0.79,0.8933
16.42,159,38.5,0.66,0.7914
55.31,73,21.6,0.59,0.6553
12.5,24,8.4,0.57,0.7914
99.01,53,14.9,0.6,0.546
3.47,46,45.4,0.86,0.9
43.7,28,12.4,0.11,0.5722
10.73,176,34.3,0.68,0.7836
52.82,11,2.4,0.69,0.4161
17.06,5,27.2,0.45,0.6144
20.02,42,34.9,0.71,0.7791
1.51,20,29.6,0.41,0.7273
9.74,67,34.6,0.68,0.7545
81.28,149,30.5,0.75,0.5935
2.49,83,10.0,0.77,0.8293
9.55,89,2.8,0.86,0.8685
29.26,88,17.1,0.84,0.8821
1.16,8,27.9,0.21,0.6724
47.29,12,13.2,0.63,0.6245
67.82,99,9.4,0.66,0.6015
12.52,55,45.4,0.52,0.7735
45.75,94,1.4,0.46,0.4763
8.32,30,45.9,0.27,0.7829
32.28,7,18.6,0.45,0.6133
48.65,59,40.0,0.71,0.6545
3.11,8,3.5,0.49,0.7068
21.9,10,43.8,0.5,0.5587
17.49,37,22.5,0.72,0.6946
22.9,7,25.9,0.49,0.7016
15.37,27,18.7,0.65,0.7768
7.88,18,35.8,0.35,0.6853
6.41,80,17.8,0.38,0.7589
1.91,22,41.9,0.84,0.8663
4.97,27,5.5,0.35,0.6716
74.36,7,37.9,0.31,0.4168
56.83,10,16.2,0.53,0.5403
2.51,32,25.2,0.64,0.8156
21.94,69,4.5,0.49,0.7011
5.12,21,21.7,0.16,0.605
85.45,46,23.7,0.65,0.5235
10.68,71,43.3,0.66,0.7846
41.81,46,13.6,0.69,0.7541
18.63,62,16.1,0.68,0.7922
12.34,175,45.2,0.73,0.8671
3.24,20,14.1,0.5,0.789
6.7,85,5.3,0.51,0.8758
2.62,61,15.5,0.85,0.872
0.72,92,14.5,0.38,0.8077
22.4,161,42.7,0.82,0.9913
0.68,6,36.1,0.84,0.7807
2.6,53,25.8,0.35,0.7264
16.07,24,40.3,0.7,0.8452
5.92,100,9.1,0.5,0.7674
39.6,48,11.2,0.53,0.685
26.25,118,39.8,0.73,0.8118
51.66,37,26.0,0.68,0.5554
16.03,163,46.2,0.61,0.8475
2.9,43,36.9,0.74,0.8156
29.09,27,33.3,0.34,0.6163
5.88,10,44.9,0.59,0.7338
3.09,8,40.9,0.53,0.804
7.62,46,8.5,0.46,0.7438
8.18,27,31.7,0.51,0.6876
18.38,43,3.7,0.43,0.6233
11.27,42,42.0,0.78,0.8823
100.0,114,5.2,0.76,0.5613
8.29,54,20.4,0.78,0.8409
14.08,6,33.0,0.49,0.7078
5.58,63,9.3,0.49,0.8628
7.71,65,30.2,0.5,0.7442
25.67,32,34.7,0.53,0.6712
58.37,22,27.7,0.15,0.4322
17.77,16,44.5,0.56,0.6904
31.71,68,39.6,0.71,0.7968
8.71,15,7.1,0.31,0.6747
9.39,12,15.3,0.54,0.6269
6.54,37,4.0,0.66,0.7048
7.66,24,20.0,0.19,0.6362
11.29,57,28.5,0.59,0.7795
31.3,22,38.8,0.62,0.6234
11.2,41,22.2,0.48,0.6988
17.45,59,19.0,0.72,0.8736
35.33,229,11.2,0.71,0.7351
9.37,100,24.1,0.84,0.9579
2.74,19,8.8,0.41,0.6831
25.04,12,9.0,0.16,0.4707
72.89,16,6.8,0.24,0.5139
38.56,20,27.1,0.49,0.6222
6.06,67,15.0,0.64,0.758
19.78,22,2.7,0.34,0.6149
4.43,29,16.6,0.27,0.7209
18.1,64,28.0,0.53,0.7118
9.36,7,23.2,0.29,0.6656
73.09,29,31.1,0.44,0.6029
85.29,9,13.6,0.27,0.3972
14.26,89,13.5,0.55,0.7646
14.52,60,38.9,0.59,0.7261
1.49,23,45.1,0.33,0.7436
48.66,27,41.5,0.28,0.5452
5.16,120,19.7,0.7,0.8871
11.74,102,24.0,0.79,0.8369
8.87,130,28.0,0.7,0.7678
2.86,238,9.3,0.88,1.0
1.28,13,34.1,0.19,0.633
13.97,31,14.1,0.5,0.6209
43.38,20,47.9,0.2,0.4735
44.43,10,47.2,0.49,0.5565
9.72,30,30.7,0.32,0.6532
2.02,88,22.2,0.48,0.7315
5.92,38,2.7,0.68,0.7461
49.19,45,15.9,0.51,0.7153
11.05,61,15.0,0.41,0.6853
28.59,60,24.8,0.68,0.7874
7.01,131,43.1,0.74,0.8848
64.74,10,8.7,0.31,0.5371
7.35,13,37.7,0.19,0.5574
29.01,24,21.8,0.56,0.7544
51.42,5,35.5,0.36,0.4763
15.4,69,43.3,0.47,0.7517
3.01,63,43.7,0.5,0.7583
3.36,17,1.4,0.29,0.7346
10.78,34,4.2,0.79,0.8216
23.96,66,26.7,0.88,0.8125
10.89,5,42.8,0.63,0.8031
28.97,85,34.2,0.85,0.7441
17.93,36,6.5,0.73,0.7611
41.86,104,17.8,0.75,0.7558
1.31,33,39.9,0.75,0.8564
12.1,98,39.7,0.8,0.8904
4.78,20,22.1,0.35,0.6755
1.1,6,17.9,0.39,0.6381
1.78,74,27.2,0.73,0.9042
27.08,118,7.6,0.87,0.7816
7.26,77,7.0,0.73,0.8056
34.49,63,25.8,0.67,0.7445
61.5,8,37.7,0.46,0.5156
2.27,7,46.3,0.54,0.7108
8.21,20,30.1,0.24,0.6553
36.77,43,9.8,0.59,0.6266
7.95,150,20.8,0.71,0.8817
4.21,19,37.0,0.46,0.7637
